,_id,Namespace GID,_key,nid,lid,gid,var,sym,syn.0,syn.1,syn.2,logo,keyword.0,keyword.1,keyword.2,keyword.3,keyword.4,keyword.5,keyword.6,type-cast,type-custom,collection,instance,traversal,length.0,length.1,length.2,length.3,regex,deploy,level,label.ISO:639:3:eng,definition.ISO:639:3:eng,description.ISO:639:3:eng,note.ISO:639:3:eng,example.ISO:639:3:eng,class,store,instances.0,info.0,schema
,terms/:state:interface:field:comp:in,:state:interface:field:comp,:state:interface:field:comp:in,terms/:state:interface:field:comp,in,:state:interface:field:comp:in,kStateInterfaceFieldCompIn,,in,kStateInterfaceFieldCompIn,,,state,interface,field,computed,input,,,,,,,,,,,,,:state:application:default,,Computed-modifiable,The field is computed and modifiable.,"If the rank and roles are compatible, the field value will be computed depending on the contents of other fields and will be provided to the user who may modify its contents; if the rank and roles are not compatible, the value will be computed, but hidden from the user.",,,,,,,
,terms/:state:interface:field:hidden,:state:interface:field,:state:interface:field:hidden,terms/:state:interface:field,hidden,:state:interface:field:hidden,kStateInterfaceFieldHidden,,hidden,kStateInterfaceFieldHidden,,,state,interface,field,hidden,,,,,,,,,,,,,,:state:application:default,,Hidden,The value is hidden.,"The value will be provided to the form, but the user will not be able to <em>view</em> or <em>modify</em> it.",,,,,,,
✔︎,terms/:type:attribute,:type,:type:attribute,terms/:type,attribute,:type:attribute,kTypeAttribute,,attribute,kTypeAttribute,,,enumeration,type,attribute,,,,,,,,,,,,,,,:state:application:default,,Attributes,,This <em>controlled vocabulary</em> contains the <em>default attributes</em> that can be assigned to items.,,,,,,,
,terms/:type:attribute:shape,:type:attribute,:type:attribute:shape,terms/:type:attribute,shape,:type:attribute:shape,kTypeAttributeShape,,shape,kTypeAttributeShape,,,type,attribute,shape,,,,,,,,,,,,,,,:state:application:default,,Shape attributes,,,,,,,,,
,terms/:enum:attribute,:enum,:enum:attribute,terms/:enum,attribute,:enum:attribute,kEnumAttribute,,attribute,kEnumAttribute,,,enumeration,attribute,,,,,,,,,,,,,,,,:state:application:default,,Attributes,List of attributes.,,,,,,,,
,terms/:type:attribute:shape:point,:type:attribute:shape,:type:attribute:shape:point,terms/:type:attribute:shape,point,:type:attribute:shape:point,kTypeAttributeShapePoint,,point,kTypeAttributeShapePoint,,,attribute,shape,point,,,,,,,,,,,,,,,:state:application:default,,Point,Point coordinate shape.,The attribute indicates a <em>shape</em> that represents a <em>point</em> or <em>coordinate</em>.,,,,,,,
,terms/:type:attribute:shape:border,:type:attribute:shape,:type:attribute:shape:border,terms/:type:attribute:shape,border,:type:attribute:shape:border,kTypeAttributeShapeBorder,,border,kTypeAttributeShapeBorder,,,attribute,shape,border,,,,,,,,,,,,,,,:state:application:default,,Border,Border shape.,The attribute indicates a <em>shape</em> that represents a <em>border</em> or <em>outline</em>.,,,,,,,
,terms/:type:attribute:shape:low-res,:type:attribute:shape,:type:attribute:shape:low-res,terms/:type:attribute:shape,low-res,:type:attribute:shape:low-res,kTypeAttributeShapeLowRes,,low-res,kTypeAttributeShapeLowRes,,,attribute,shape,low-resolution,,,,,,,,,,,,,,,:state:application:default,,Low resolution,Low resolution shape.,The attribute indicates a <em>shape</em> in <em>low resolution</em>.,,,,,,,
✔︎,terms/:type:traversal,:type,:type:traversal,terms/:type,traversal,:type:traversal,kTypeTraversal,,traversal,kTypeTraversal,,,enumeration,traversal,,,,,,,,,,,,,,,,:state:application:default,,Edge sense,Edge traversal direction.,This <em>controlled vocabulary</em> indicates in which <em>direction</em> the <em>enumeration</em> or <em>structure</em> is <em>traversed</em>.,,,,,,,
,terms/:type:traversal:is,:type:traversal,:type:traversal:is,terms/:type:traversal,is,:type:traversal:is,kTypeTraversalIs,,is,kTypeTraversalIs,,,traversal,is,outbound,,,,,,,,,,,,,,,:state:application:default,,Inbound,Inbound traversal.,This indicates that the <em>siblings point to the root node</em>.,,,,,,,
,terms/:type:traversal:has,:type:traversal,:type:traversal:has,terms/:type:traversal,has,:type:traversal:has,kTypeTraversalHas,,has,kTypeTraversalHas,,,traversal,has,inbound,,,,,,,,,,,,,,,:state:application:default,,Outbound,Outbound traversal.,This indicates that the <em>root node points to the siblings</em>.,,,,,,,
,terms/:type:traversal:same,:type:traversal,:type:traversal:same,terms/:type:traversal,same,:type:traversal:same,kTypeTraversalSame,,same,kTypeTraversalSame,,,traversal,same,bi-directional,,,,,,,,,,,,,,,:state:application:default,,bi-directional,Inbound and outbound traversal.,This indicates that the relationship <em>is not directional</em>.,,,,,,,
✔︎,terms/:enum:cast,:enum,:enum:cast,terms/:enum,cast,:enum:cast,kEnumCast,,cast,kEnumCast,,,enumeration,cast,function,,,,,,,,,,,,,,,:state:application:default,,Cast functions,List of cast functions.,"This enumeration contains the list of cast function references, these are used in validation to cast values to the correct base type.",,,,,,,
,terms/:rule:castString,:rule,:rule:castString,terms/:rule,castString,:rule:castString,kRuleCaststring,,castString,kRuleCaststring,,,cast,string,function,,,,,,,,,,,,,,,:state:application:default,,String cast,Cast value to string.,This element references the string cast function.,,,,,,,
,terms/:rule:castNumber,:rule,:rule:castNumber,terms/:rule,castNumber,:rule:castNumber,kRuleCastnumber,,castNumber,kRuleCastnumber,,,cast,number,function,,,,,,,,,,,,,,,:state:application:default,,Number cast,Cast value to number.,This element references the number cast function.,,,,,,,
,terms/:rule:castBoolean,:rule,:rule:castBoolean,terms/:rule,castBoolean,:rule:castBoolean,kRuleCastboolean,,castBoolean,kRuleCastboolean,,,cast,boolean,function,,,,,,,,,,,,,,,:state:application:default,,Boolean cast,Cast value to boolean.,This element references the boolean cast function.,,,,,,,
,terms/:rule:castHexadecimal,:rule,:rule:castHexadecimal,terms/:rule,castHexadecimal,:rule:castHexadecimal,kRuleCasthexadecimal,,castHexadecimal,kRuleCasthexadecimal,,,cast,hexadecimal,function,,,,,,,,,,,,,,,:state:application:default,,Hexadecimal cast,Cast value to hexadecimal.,This element references the hexadecimal cast function.,The function will first cast the value to a string and then set it to lowercase: this is to allow correct string matching.,,,,,,
,terms/:enum:validate,:enum,:enum:validate,terms/:enum,validate,:enum:validate,kEnumValidate,,validate,kEnumValidate,,,enumeration,validate,,,,,,,,,,,,,,,,:state:application:default,,Custom validation functons,Custom validation function references list.,"This enumeration contains the list of custom validation function references, these are used in validation to handle cases that cannot be managed by Joi validation.","Joi validation will assert the value structure and contents, however, other validation steps are needed to, for instance, ensure that a value is a correct object reference: this enumeration contains the list of such function references.",,,,,,
,terms/:rule:customUrl,:rule,:rule:customUrl,terms/:rule,customUrl,:rule:customUrl,kRuleCustomurl,,customUrl,kRuleCustomurl,,,validation,url,function,,,,,,,,,,,,,,,:state:application:default,,URL validation,Validate internet address.,This element references the function that will validate URLs.,The function will add the <code>uri</code> Joi validator.,,,,,,
,terms/:rule:customHex,:rule,:rule:customHex,terms/:rule,customHex,:rule:customHex,kRuleCustomhex,,customHex,kRuleCustomhex,,,validation,hexadecimal,function,,,,,,,,,,,,,,,:state:application:default,,Hexadecimal validation,Validate hexadecimal string.,This element references the function that will validate hexadecimal strings.,The function will add the <code>hex</code> Joi validator.,,,,,,
,terms/:rule:customInt,:rule,:rule:customInt,terms/:rule,customInt,:rule:customInt,kRuleCustomint,,customInt,kRuleCustomint,,,validation,integer,function,,,,,,,,,,,,,,,:state:application:default,,Integer validation,Validate integer number.,This element references the function that will validate integers.,The function will add the <code>integer</code> Joi validator.,,,,,,
,terms/:rule:customEmail,:rule,:rule:customEmail,terms/:rule,customEmail,:rule:customEmail,kRuleCustomemail,,customEmail,kRuleCustomemail,,,validation,e-mail,function,,,,,,,,,,,,,,,:state:application:default,,E-mail validation,Validate e-mail address.,This element references the function that will validate e-mail addresses.,The function will add the <code>email</code> Joi validator.,,,,,,
,terms/:rule:customRange,:rule,:rule:customRange,terms/:rule,customRange,:rule:customRange,kRuleCustomrange,,customRange,kRuleCustomrange,,,validation,range,function,,,,,,,,,,,,,,,:state:application:default,,Range validation,Validate range ranges.,This element references the function that will validate range range fields dates.,The function will add the four element data types to the Joi array validator.,,,,,,
,terms/:rule:customSizeRange,:rule,:rule:customSizeRange,terms/:rule,customSizeRange,:rule:customSizeRange,kRuleCustomsizerange,,customSizeRange,kRuleCustomsizerange,,,validation,size,function,,,,,,,,,,,,,,,:state:application:default,,Size validation,Validate size ranges.,This element references the function that will validate size range fields.,The function will add the four element data types to the Joi array validator.,,,,,,
,terms/:rule:customGeoJSON,:rule,:rule:customGeoJSON,terms/:rule,customGeoJSON,:rule:customGeoJSON,kRuleCustomgeojson,,customGeoJSON,kRuleCustomgeojson,,,validation,geojson,function,,,,,,,,,,,,,,,:state:application:default,,GeoJSON validation,Validate GeoJSON structures.,This element references the function that will validate GeoJSON structures.,,,,,,,
,terms/:rule:customDate,:rule,:rule:customDate,terms/:rule,customDate,:rule:customDate,kRuleCustomdate,,customDate,kRuleCustomdate,,,validation,date,function,,,,,,,,,,,,,,,:state:application:default,,Date validation,Validate string dates.,This element references the function that will validate string dates.,,,,,,,
,terms/:rule:customTimeStamp,:rule,:rule:customTimeStamp,terms/:rule,customTimeStamp,:rule:customTimeStamp,kRuleCustomtimestamp,,customTimeStamp,kRuleCustomtimestamp,,,validation,timestamp,function,,,,,,,,,,,,,,,:state:application:default,,Timestamp validation,Validate time stamps.,This element references the function that will validate time stamps.,The function will add the <code>timestamp</code> Joi validator.,,,,,,
,terms/:rule:customIdReference,:rule,:rule:customIdReference,terms/:rule,customIdReference,:rule:customIdReference,kRuleCustomidreference,,customIdReference,kRuleCustomidreference,,,validation,reference,id,function,,,,,,,,,,,,,,:state:application:default,,Id reference validation,Validate database object reference.,This element references the function that will validate object references in the form of an object <code>_id</code>.,,,,,,,
,terms/:rule:customKeyReference,:rule,:rule:customKeyReference,terms/:rule,customKeyReference,:rule:customKeyReference,kRuleCustomkeyreference,,customKeyReference,kRuleCustomkeyreference,,,validation,reference,key,function,,,,,,,,,,,,,,:state:application:default,,Key reference validation,Validate collection document reference.,This element references the function that will validate object references in the form of an object <code>_key</code> in a specific collection.,,,,,,,
,terms/:rule:customGidReference,:rule,:rule:customGidReference,terms/:rule,customGidReference,:rule:customGidReference,kRuleCustomgidreference,,customGidReference,kRuleCustomgidreference,,,validation,reference,gid,function,,,,,,,,,,,,,,:state:application:default,,GID reference validation,Validate global identifier document reference.,This element references the function that will validate object references in the form of an object <code>gid</code> in a specific collection.,,,,,,,
,terms/:rule:customInstance,:rule,:rule:customInstance,terms/:rule,customInstance,:rule:customInstance,kRuleCustominstance,,customInstance,kRuleCustominstance,,,validation,reference,instance,function,,,,,,,,,,,,,,:state:application:default,,Instance reference validation,Validate instance reference.,This element references the function that will validate instance references in the form of a term <code>_key</code>: it will check if the provided key in the provided collection is an instance of the provided instance.,,,,,,,
,terms/STD,,STD,,STD,STD,kStd,,STD,kStd,,,standard,,,,,,,,,,,,,,,,,:state:application:standard,,Standards,Generic standard components.,"This <em>namespace</em> is used for <em>descriptors</em> and <em>terms</em> that <em>do not have a specific authority</em>, or that <em>aggregate</em> elements <em>from different standards</em>.",,,,,,,
,terms/STD:geo,STD,STD:geo,terms/STD,geo,STD:geo,kStdGeo,,geo,kStdGeo,,,standard,geography,,,,,,,,,,,,,,,,:state:application:standard,,Geographic standards,Generic geographic standards.,,,,,,,,
,terms/STD:nom,STD,STD:nom,terms/STD,nom,STD:nom,kStdNom,,nom,kStdNom,,,standard,nomenclature,,,,,,,,,,,,,,,,:state:application:standard,,Nomenclature,"Generic names, codes and categories.",,,,,,,,
,terms/STD:nam,STD,STD:nam,terms/STD,nam,STD:nam,kStdNam,,nam,kStdNam,,,standard,names,,,,,,,,,,,,,,,,:state:application:standard,,Naming conventions,Generic naming conventions.,,,,,,,,
,terms/STD:avail,STD,STD:avail,terms/STD,avail,STD:avail,kStdAvail,,avail,kStdAvail,,,standard,availability,,,,,,,,,,,,,,,,:state:application:standard,,Availability,Generic availability categories.,,,,,,,,
,terms/STD:avail:Y,STD:avail,STD:avail:Y,terms/STD:avail,Y,STD:avail:Y,kStdAvailY,,Y,kStdAvailY,,,standard,availability,yes,,,,,,,,,,,,,,,:state:application:standard,,Yes,Is available.,,,,,,,,
,terms/STD:avail:N,STD:avail,STD:avail:N,terms/STD:avail,N,STD:avail:N,kStdAvailN,,N,kStdAvailN,,,standard,availability,no,,,,,,,,,,,,,,,:state:application:standard,,No,Is not available.,,,,,,,,
,terms/STD:geo:neighbour,STD:geo,STD:geo:neighbour,terms/STD:geo,neighbour,STD:geo:neighbour,kStdGeoNeighbour,,neighbour,kStdGeoNeighbour,,,standard,geography,neighbour,,,,,,,,,:type:traversal:same,,,,,,:state:application:standard,,Neighbour,Geographic neighbour.,Neighbouring country or geographic and/or administrative region.,,,,,,,
,terms/STD:geo:unit-of,STD:geo,STD:geo:unit-of,terms/STD:geo,unit-of,STD:geo:unit-of,kStdGeoUnitOf,,unit-of,kStdGeoUnitOf,,,standard,geography,unit,,,,,,,,,:type:traversal:is,,,,,,:state:application:standard,,Unit of,Geographic or administrative unit of.,This predicate indicates that the relationship <em>source</em> is a <em>geographic</em> or <em>administrative unit</em> of the relationship <em>destination</em>.,,,,,,,
,terms/STD:stat,STD,STD:stat,terms/STD,stat,STD:stat,kStdStat,,stat,kStdStat,,,standard,statistics,,,,,,,,,,,,,,,,:state:application:standard,,Statistics,Standard statistical indicators.,,,,,,,,
,terms/STD:sex,STD,STD:sex,terms/STD,sex,STD:sex,kStdSex,,sex,kStdSex,,,standard,sex,,,,,,,,,,,,,,,,:state:application:standard,,Sex,,,,,,,,,
,terms/STD:sex:M,STD:sex,STD:sex:M,terms/STD:sex,M,STD:sex:M,kStdSexM,,M,kStdSexM,,,standard,sex,male,,,,,,,,,,,,,,,:state:application:standard,,Male,Male sex.,,,,,,,,
,terms/STD:sex:F,STD:sex,STD:sex:F,terms/STD:sex,F,STD:sex:F,kStdSexF,,F,kStdSexF,,,standard,sex,female,,,,,,,,,,,,,,,:state:application:standard,,Female,Female sex.,,,,,,,,
,terms/STD:assert,STD,STD:assert,terms/STD,assert,STD:assert,kStdAssert,,assert,kStdAssert,,,,,,,,,,,,,,,,,,,,:state:application:standard,,,,,,,,,,,
,terms/STD:assert:Y,STD:assert,STD:assert:Y,terms/STD:assert,Y,STD:assert:Y,kStdAssertY,,Y,kStdAssertY,,,,,,,,,,,,,,,,,,,,:state:application:standard,,,,,,,,,,,
,terms/STD:assert:N,STD:assert,STD:assert:N,terms/STD:assert,N,STD:assert:N,kStdAssertN,,N,kStdAssertN,,,,,,,,,,,,,,,,,,,,:state:application:standard,,,,,,,,,,,
,terms/ISO,,ISO,,ISO,ISO,kIso,,ISO,kIso,,,standard,ISO,,,,,,,,,,,,,,,,:state:application:standard,,ISO,International Organisation for Standardisation.,,,,,,,https://www.iso.org/home.html,
,terms/ISO:639,ISO,ISO:639,terms/ISO,639,ISO:639,kIso639,,639,kIso639,,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,ISO languages,ISO languages namespace.,,,,,,,https://www.iso.org/iso-639-language-codes.html,
,terms/ISO:3166,ISO,ISO:3166,terms/ISO,3166,ISO:3166,kIso3166,,3166,kIso3166,,,standard,ISO,country,,,,,,,,,,,,,,,:state:application:standard,,ISO countries,ISO countries namespace.,,,,,,,https://www.iso.org/iso-3166-country-codes.html,
✔︎,terms/ISO:15924,ISO,ISO:15924,terms/ISO,15924,ISO:15924,kIso15924,,15924,kIso15924,,,standard,ISO,language,script,,,,,,,,,,,,,,:state:application:standard,,ISO 15924,Codes for the representation of names of scripts.,"<strong>Codes for the representation of names of scripts</strong>, defines two sets of codes for a number of <a href='https://en.wikipedia.org/wiki/Writing_system'>writing systems</a> (scripts). Each script is given both a four-letter code and a numeric one. Script is defined as &quot;set of graphic characters used for the written form of one or more languages&quot;. <em>(source Wikipedia)</em>",,,,,,https://www.iso.org/obp/ui/#iso:std:iso:15924:ed-1:v1:en,http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:3166:1,ISO:3166,ISO:3166:1,terms/ISO:3166,1,ISO:3166:1,kIso31661,3166-1,1,kIso31661,3166-1,,standard,ISO,country,,,,,,,,,,,,,,,:state:application:standard,,ISO 3166-1,ISO 3166-1 country codes.,"<strong>ISO 3166-1</strong> is part of the <a href='https://en.wikipedia.org/wiki/ISO_3166'>ISO 3166</a> <a href='https://en.wikipedia.org/wiki/Standardization'>standard</a> published by the <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>International Organization for Standardization</a> (ISO), and defines <a href='https://en.wikipedia.org/wiki/Code'>codes</a> for the names of <a href='https://en.wikipedia.org/wiki/Country'>countries</a>, <a href='https://en.wikipedia.org/wiki/Dependent_territory'>dependent territories</a>, and special areas of geographical interest. The official name of the standard is <em>Codes for the representation of names of countries and their subdivisions – Part 1: Country codes</em>. <em>(source Wikipedia)</em>",,,,,,"https://www.iso.org/obp/ui/#iso:std:iso:3166:-1:ed-3:v1:en,fr",http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:3166:2,ISO:3166,ISO:3166:2,terms/ISO:3166,2,ISO:3166:2,kIso31662,3166-2,2,kIso31662,3166-2,,standard,ISO,country,,,,,,,,,,,,,,,:state:application:standard,,ISO 3166-2,ISO 3166-2 country and subdivision codes.,"<strong>SO 3166-2</strong> is part of the <a href='https://en.wikipedia.org/wiki/ISO_3166'>ISO 3166</a> <a href='https://en.wikipedia.org/wiki/Standardization'>standard</a> published by the <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>International Organization for Standardization</a> (ISO), and defines <a href='https://en.wikipedia.org/wiki/Code'>codes</a> for identifying the principal <a href='https://en.wikipedia.org/wiki/Country_subdivision'>subdivisions</a> (e.g., <a href='https://en.wikipedia.org/wiki/Province'>provinces</a> or <a href='https://en.wikipedia.org/wiki/State_(administrative_division)'>states</a>) of all <a href='https://en.wikipedia.org/wiki/Country'>countries</a> coded in <a href='https://en.wikipedia.org/wiki/ISO_3166-1'>ISO 3166-1</a>. The official name of the standard is <em>Codes for the representation of names of countries and their subdivisions – Part 2: Country subdivision code</em>. <em>(source Wikipedia)</em>",,,,,,"https://www.iso.org/obp/ui/#iso:std:iso:3166:-2:ed-3:v1:en,fr",http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:3166:3,ISO:3166,ISO:3166:3,terms/ISO:3166,3,ISO:3166:3,kIso31663,3166-3,3,kIso31663,3166-3,,standard,ISO,country,,,,,,,,,,,,,,,:state:application:standard,,ISO 3166-3,ISO 3166-3 formerly used country codes.,"<strong>ISO 3166-3</strong> is part of the <a href='https://en.wikipedia.org/wiki/ISO_3166'>ISO 3166</a> <a href='https://en.wikipedia.org/wiki/Standardization'>standard</a> published by the <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>International Organization for Standardization</a> (ISO), and defines <a href='https://en.wikipedia.org/wiki/Code'>codes</a> for <a href='https://en.wikipedia.org/wiki/Country'>country</a> names which have been deleted from <a href='https://en.wikipedia.org/wiki/ISO_3166-1'>ISO 3166-1</a> since its first publication in 1974. The official name of the standard is <em>Codes for the representation of names of countries and their subdivisions – Part 3: Code for formerly used names of countries</em>. <em>(source Wikipedia)</em>",,,,,,"https://www.iso.org/obp/ui/#iso:std:iso:3166:-3:ed-2:v1:en,fr",http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:4217,ISO,ISO:4217,terms/ISO,4217,ISO:4217,kIso4217,,4217,kIso4217,,,standard,ISO,currency,,,,,,,,,,,,,,,:state:application:standard,,ISO 4217,ISO 4217 language family and groups codes.,"<strong>ISO 4217</strong> is a standard first published by <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>International Organization for Standardization</a> in 1978, which delineates <a href='https://en.wikipedia.org/wiki/Currency'>currency</a> designators, <a href='https://en.wikipedia.org/wiki/Country_code'>country codes</a> (alpha and numeric), and references to minor units. <em>(source Wikipedia)</em>",,,,,,https://www.iso.org/obp/ui/#iso:std:iso:4217:ed-8:v1:en,http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:639:1,ISO:639,ISO:639:1,terms/ISO:639,1,ISO:639:1,kIso6391,639-1,1,kIso6391,639-1,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,ISO 639-1,ISO 639-1 language codes.,"<strong>ISO 639-1:2002</strong>, <em>Codes for the representation of names of languages — Part 1: Alpha-2 code</em>, is the first part of the <a href='https://en.wikipedia.org/wiki/ISO_639'>ISO 639</a>series of <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>international standards</a> for <a href='https://en.wikipedia.org/wiki/Language_code'>language codes</a>. Part 1 covers the registration of two-letter codes. There are 184 two-letter codes registered as of October 2015. The registered codes cover the world&#39;s major languages. <em>(source Wikipedia)</em>",,,,,,,
✔︎,terms/ISO:639:2,ISO:639,ISO:639:2,terms/ISO:639,2,ISO:639:2,kIso6392,639-2,2,kIso6392,639-2,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,ISO 639-2,ISO 639-2 language codes.,"<strong>ISO 639-2:1998</strong>, <em>Codes for the representation of names of languages — Part 2: Alpha-3 code</em>, is the second part of the <a href='https://en.wikipedia.org/wiki/ISO_639'>ISO 639</a> <a href='https://en.wikipedia.org/wiki/International_standard'>standard</a>, which lists <a href='https://en.wikipedia.org/wiki/Language_code'>codes</a> for the representation of the names of <a href='https://en.wikipedia.org/wiki/Languages'>languages</a>. <em>(source Wikipedia)</em>",,,,,,https://www.iso.org/obp/ui/#iso:std:iso:639:-2:ed-1:v1:en,http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:639:3,ISO:639,ISO:639:3,terms/ISO:639,3,ISO:639:3,kIso6393,639-3,3,kIso6393,639-3,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,ISO 639-3,ISO 639-3 language codes.,"<strong>ISO 639-3:2007</strong>, <em>Codes for the representation of names of languages – Part 3: Alpha-3 code for comprehensive coverage of languages</em>, is an international standard for <a href='https://en.wikipedia.org/wiki/Language_code'>language codes</a> in the <a href='https://en.wikipedia.org/wiki/ISO_639'>ISO 639</a> series. It defines three-letter codes for identifying languages. <em>(source Wikipedia)</em>",,,,,,https://www.iso.org/obp/ui/#iso:std:iso:639:-3:ed-1:v1:en,http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:639:5,ISO:639,ISO:639:5,terms/ISO:639,5,ISO:639:5,kIso6395,639-5,5,kIso6395,639-5,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,ISO 639-5,ISO 639-5 language family and groups codes.,"<strong>ISO 639-5:2008</strong> &quot;Codes for the representation of names of 
languages—Part 5: Alpha-3 code for language families and groups&quot; is a highly incomplete international standard published by the <a href='https://en.wikipedia.org/wiki/International_Organization_for_Standardization'>International Organization for Standardization</a> (<strong>ISO</strong>). <em>(source Wikipedia)</em>",,,,,,https://www.iso.org/obp/ui/#iso:std:iso:639:-5:ed-1:v1:en,http://json-schema.org/draft-04/schema#
✔︎,terms/ISO:3166:type,ISO:3166,ISO:3166:type,terms/ISO:3166,type,ISO:3166:type,kIso3166Type,,type,kIso3166Type,,,standard,ISO,country,type,,,,,,,,,,,,,,:state:application:standard,,Type of subset of the country,List of country subset types.,,,,,,,,
✔︎,terms/ISO:639:local,ISO:639,ISO:639:local,terms/ISO:639,local,ISO:639:local,kIso639Local,,local,kIso639Local,,,standard,ISO,language,,,,,,,,,,,,,,,:state:application:standard,,Local language,List of used local languages.,,,,,,,,
✔︎,terms/ISO:639:scope,ISO:639,ISO:639:scope,terms/ISO:639,scope,ISO:639:scope,kIso639Scope,,scope,kIso639Scope,,,standard,ISO,language,scope,,,,,,,,,,,,,,:state:application:standard,,Scope of the language,List of language scopes.,,,,,,,,
,terms/ISO:639:scope:I,ISO:639:scope,ISO:639:scope:I,terms/ISO:639:scope,I,ISO:639:scope:I,kIso639ScopeI,,I,kIso639ScopeI,,,standard,ISO,language,scope,individual,,,,,,,,,,,,,:state:application:standard,,Individual,,,,,,,,,
,terms/ISO:639:scope:M,ISO:639:scope,ISO:639:scope:M,terms/ISO:639:scope,M,ISO:639:scope:M,kIso639ScopeM,,M,kIso639ScopeM,,,standard,ISO,language,scope,macrolanguage,,,,,,,,,,,,,:state:application:standard,,Macrolanguage,,,,,,,,,
,terms/ISO:639:scope:S,ISO:639:scope,ISO:639:scope:S,terms/ISO:639:scope,S,ISO:639:scope:S,kIso639ScopeS,,S,kIso639ScopeS,,,standard,ISO,language,scope,special,,,,,,,,,,,,,:state:application:standard,,Special,,,,,,,,,
✔︎,terms/ISO:639:type,ISO:639,ISO:639:type,terms/ISO:639,type,ISO:639:type,kIso639Type,,type,kIso639Type,,,standard,ISO,language,type,,,,,,,,,,,,,,:state:application:standard,,Language type,List of language types.,,,,,,,,
,terms/ISO:639:type:A,ISO:639:type,ISO:639:type:A,terms/ISO:639:type,A,ISO:639:type:A,kIso639TypeA,,A,kIso639TypeA,,,standard,ISO,language,type,Ancient,,,,,,,,,,,,,:state:application:standard,,Ancient,,,,,,,,,
,terms/ISO:639:type:C,ISO:639:type,ISO:639:type:C,terms/ISO:639:type,C,ISO:639:type:C,kIso639TypeC,,C,kIso639TypeC,,,standard,ISO,language,type,Constructed,,,,,,,,,,,,,:state:application:standard,,Constructed,,,,,,,,,
,terms/ISO:639:type:E,ISO:639:type,ISO:639:type:E,terms/ISO:639:type,E,ISO:639:type:E,kIso639TypeE,,E,kIso639TypeE,,,standard,ISO,language,type,Extinct,,,,,,,,,,,,,:state:application:standard,,Extinct,,,,,,,,,
,terms/ISO:639:type:H,ISO:639:type,ISO:639:type:H,terms/ISO:639:type,H,ISO:639:type:H,kIso639TypeH,,H,kIso639TypeH,,,standard,ISO,language,type,Historical,,,,,,,,,,,,,:state:application:standard,,Historical,,,,,,,,,
,terms/ISO:639:type:L,ISO:639:type,ISO:639:type:L,terms/ISO:639:type,L,ISO:639:type:L,kIso639TypeL,,L,kIso639TypeL,,,standard,ISO,language,type,Living,,,,,,,,,,,,,:state:application:standard,,Living,,,,,,,,,
,terms/ISO:639:type:S,ISO:639:type,ISO:639:type:S,terms/ISO:639:type,S,ISO:639:type:S,kIso639TypeS,,S,kIso639TypeS,,,standard,ISO,language,type,Special,,,,,,,,,,,,,:state:application:standard,,Special,,,,,,,,,
,terms/WB,,WB,,WB,WB,kWb,,WB,kWb,,,standard,world bank,,,,,,,,,,,,,,,,:state:application:standard,,World Bank,World Bank namespace.,,,,,,,http://www.worldbank.org,
✔︎,terms/WB:source,WB,WB:source,terms/WB,source,WB:source,kWbSource,,source,kWbSource,,,standard,world bank,source,,,,,,,,,,,,,,,:state:application:standard,,Data sources,World Bank data sources.,,,,,,,,
✔︎,terms/WB:topic,WB,WB:topic,terms/WB,topic,WB:topic,kWbTopic,,topic,kWbTopic,,,standard,world bank,topic,,,,,,,,,,,,,,,:state:application:standard,,Topics,World Bank topics.,,,,,,,,
✔︎,terms/WB:indicator,WB,WB:indicator,terms/WB,indicator,WB:indicator,kWbIndicator,,indicator,kWbIndicator,,,standard,world bank,indicator,,,,,,,,,,,,,,,:state:application:standard,,Indicators,World Bank indicators.,,,,,,,,
✔︎,terms/WB:income,WB,WB:income,terms/WB,income,WB:income,kWbIncome,,income,kWbIncome,,,standard,world bank,income,,,,,,,,,,,,,,,:state:application:standard,,Income,World Bank income levels.,,,,,,,,
✔︎,terms/WB:lending,WB,WB:lending,terms/WB,lending,WB:lending,kWbLending,,lending,kWbLending,,,standard,world bank,lending,,,,,,,,,,,,,,,:state:application:standard,,Lending,World Bank lending types.,,,,,,,,
✔︎,terms/WB:country,WB,WB:country,terms/WB,country,WB:country,kWbCountry,,country,kWbCountry,,,standard,world bank,country,,,,,,,,,,,,,,,:state:application:standard,,Country,World Bank countries and country groups.,,,,,,,,
